country,Year,totalSulfurEmissions
Aruba,1970,61.6
Aruba,1971,56.8
Aruba,1972,64.5
Aruba,1973,65.1
Aruba,1974,39
Aruba,1975,48.6
Aruba,1976,42.3
Aruba,1977,40.7
Aruba,1978,36.7
Aruba,1979,50.2
Aruba,1980,40.6
Aruba,1981,33.3
Aruba,1982,26
Aruba,1983,23
Aruba,1984,10
Aruba,1985,9.38
Aruba,1986,11.4
Aruba,1987,12.1
Aruba,1988,12.3
Aruba,1989,13.2
Aruba,1990,13.4
Aruba,1991,13.6
Aruba,1992,13.8
Aruba,1993,13.9
Aruba,1994,14.1
Aruba,1995,14.2
Aruba,1996,14.4
Aruba,1997,14.6
Aruba,1998,14.8
Aruba,1999,15.0
Afghanistan,1970,10.5
Afghanistan,1971,5.73
Afghanistan,1972,9.11
Afghanistan,1973,8.96
Afghanistan,1974,11.7
Afghanistan,1975,12.5
Afghanistan,1976,13.3
Afghanistan,1977,16.9
Afghanistan,1978,10.3
Afghanistan,1979,9.29
Afghanistan,1980,9.76
Afghanistan,1981,11.3
Afghanistan,1982,11.3
Afghanistan,1983,11.6
Afghanistan,1984,11.8
Afghanistan,1985,60.8
Afghanistan,1986,60.9
Afghanistan,1987,58.3
Afghanistan,1988,58.4
Afghanistan,1989,57.9
Afghanistan,1990,59.4
Afghanistan,1991,61
Afghanistan,1992,62.6
Afghanistan,1993,64.2
Afghanistan,1994,65.9
Afghanistan,1995,67.7
Afghanistan,1996,69.4
Afghanistan,1997,71.3
Afghanistan,1998,73.2
Afghanistan,1999,75.1
Angola,1970,134
Angola,1971,128
Angola,1972,141
Angola,1973,135
Angola,1974,77.4
Angola,1975,64.2
Angola,1976,68.9
Angola,1977,68.5
Angola,1978,70.8
Angola,1979,77.2
Angola,1980,67.8
Angola,1981,62.5
Angola,1982,62.6
Angola,1983,66.1
Angola,1984,69.8
Angola,1985,67.5
Angola,1986,66.2
Angola,1987,63.6
Angola,1988,62.5
Angola,1989,64
Angola,1990,64.6
Angola,1991,66.6
Angola,1992,62.6
Angola,1993,69.5
Angola,1994,64.9
Angola,1995,62.3
Angola,1996,61.4
Angola,1997,60.6
Angola,1998,59.0
Angola,1999,49.6
Albania,1970,24.4
Albania,1971,26.6
Albania,1972,25.4
Albania,1973,27.2
Albania,1974,30.5
Albania,1975,27.4
Albania,1976,30.2
Albania,1977,31
Albania,1978,40.4
Albania,1979,46.5
Albania,1980,48.8
Albania,1981,50
Albania,1982,49.8
Albania,1983,44.6
Albania,1984,47.1
Albania,1985,46.6
Albania,1986,49.1
Albania,1987,50.3
Albania,1988,49.9
Albania,1989,48.8
Albania,1990,34.2
Albania,1991,12.5
Albania,1992,9.91
Albania,1993,8.32
Albania,1994,7.49
Albania,1995,7.47
Albania,1996,5.36
Albania,1997,5.45
Albania,1998,4.12
Albania,1999,4.01
Netherlands Antilles,1970,168
Netherlands Antilles,1971,157
Netherlands Antilles,1972,179
Netherlands Antilles,1973,183
Netherlands Antilles,1974,111
Netherlands Antilles,1975,139
Netherlands Antilles,1976,121
Netherlands Antilles,1977,117
Netherlands Antilles,1978,105
Netherlands Antilles,1979,144
Netherlands Antilles,1980,117
Netherlands Antilles,1981,95.5
Netherlands Antilles,1982,74.5
Netherlands Antilles,1983,65.7
Netherlands Antilles,1984,28.6
Netherlands Antilles,1985,26.7
Netherlands Antilles,1986,32.3
Netherlands Antilles,1987,34.3
Netherlands Antilles,1988,34.8
Netherlands Antilles,1989,37.5
Netherlands Antilles,1990,38.2
Netherlands Antilles,1991,38.9
Netherlands Antilles,1992,39.7
Netherlands Antilles,1993,40.5
Netherlands Antilles,1994,41.2
Netherlands Antilles,1995,42.0
Netherlands Antilles,1996,42.9
Netherlands Antilles,1997,43.7
Netherlands Antilles,1998,44.5
Netherlands Antilles,1999,45.3
United Arab Emirates,1970,3.38
United Arab Emirates,1971,0.533
United Arab Emirates,1972,2.06
United Arab Emirates,1973,8.89
United Arab Emirates,1974,3.24
United Arab Emirates,1975,3.6
United Arab Emirates,1976,8.38
United Arab Emirates,1977,4.18
United Arab Emirates,1978,31.5
United Arab Emirates,1979,8.85
United Arab Emirates,1980,36.8
United Arab Emirates,1981,42
United Arab Emirates,1982,33.6
United Arab Emirates,1983,65.8
United Arab Emirates,1984,67
United Arab Emirates,1985,68.2
United Arab Emirates,1986,76.3
United Arab Emirates,1987,76.2
United Arab Emirates,1988,74.1
United Arab Emirates,1989,77.2
United Arab Emirates,1990,76.7
United Arab Emirates,1991,73
United Arab Emirates,1992,69.0
United Arab Emirates,1993,70.3
United Arab Emirates,1994,68.1
United Arab Emirates,1995,67.5
United Arab Emirates,1996,64.3
United Arab Emirates,1997,63.3
United Arab Emirates,1998,53.1
United Arab Emirates,1999,53.5
Argentina,1970,251
Argentina,1971,200
Argentina,1972,242
Argentina,1973,290
Argentina,1974,261
Argentina,1975,272
Argentina,1976,299
Argentina,1977,240
Argentina,1978,257
Argentina,1979,271
Argentina,1980,229
Argentina,1981,200
Argentina,1982,149
Argentina,1983,153
Argentina,1984,158
Argentina,1985,178
Argentina,1986,182
Argentina,1987,199
Argentina,1988,192
Argentina,1989,173
Argentina,1990,169
Argentina,1991,175
Argentina,1992,169.0
Argentina,1993,174.0
Argentina,1994,165.0
Argentina,1995,174.0
Argentina,1996,192
Argentina,1997,197
Argentina,1998,206.0
Argentina,1999,200.0
Armenia,1970,60.3
Armenia,1971,61.8
Armenia,1972,63.5
Armenia,1973,65.8
Armenia,1974,67.8
Armenia,1975,68.1
Armenia,1976,69.7
Armenia,1977,70.4
Armenia,1978,70
Armenia,1979,70.5
Armenia,1980,55.4
Armenia,1981,50.6
Armenia,1982,55.1
Armenia,1983,48.5
Armenia,1984,50.1
Armenia,1985,55.6
Armenia,1986,55.3
Armenia,1987,52
Armenia,1988,31.4
Armenia,1989,36
Armenia,1990,29.8
Armenia,1991,22.1
Armenia,1992,2.75
Armenia,1993,2.1
Armenia,1994,1.25
Armenia,1995,0.75
Armenia,1996,0.2
Armenia,1997,1.66
Armenia,1998,0.42
Armenia,1999,4.2
Antigua and Barbuda,1970,3.79
Antigua and Barbuda,1971,3.99
Antigua and Barbuda,1972,3.33
Antigua and Barbuda,1973,2.12
Antigua and Barbuda,1974,0.927
Antigua and Barbuda,1975,0.463
Antigua and Barbuda,1976,0.937
Antigua and Barbuda,1977,0.917
Antigua and Barbuda,1978,1.02
Antigua and Barbuda,1979,1.13
Antigua and Barbuda,1980,1.15
Antigua and Barbuda,1981,1.09
Antigua and Barbuda,1982,1.03
Antigua and Barbuda,1983,1.11
Antigua and Barbuda,1984,1.16
Antigua and Barbuda,1985,1.41
Antigua and Barbuda,1986,1.46
Antigua and Barbuda,1987,1.44
Antigua and Barbuda,1988,1.52
Antigua and Barbuda,1989,1.51
Antigua and Barbuda,1990,1.47
Antigua and Barbuda,1991,1.45
Antigua and Barbuda,1992,1.47
Antigua and Barbuda,1993,1.52
Antigua and Barbuda,1994,1.46
Antigua and Barbuda,1995,1.54
Antigua and Barbuda,1996,1.58
Antigua and Barbuda,1997,1.57
Antigua and Barbuda,1998,1.62
Antigua and Barbuda,1999,1.61
Australia,1970,458
Australia,1971,486
Australia,1972,490
Australia,1973,526
Australia,1974,537
Australia,1975,578
Australia,1976,610
Australia,1977,592
Australia,1978,609
Australia,1979,575
Australia,1980,622
Australia,1981,691
Australia,1982,670
Australia,1983,627
Australia,1984,619
Australia,1985,646
Australia,1986,713
Australia,1987,631
Australia,1988,766
Australia,1989,818
Australia,1990,839
Australia,1991,889
Australia,1992,915.0
Australia,1993,950.0
Australia,1994,898.0
Australia,1995,927.0
Australia,1996,921
Australia,1997,914
Australia,1998,963.0
Australia,1999,1210.0
Austria,1970,196
Austria,1971,200
Austria,1972,197
Austria,1973,196
Austria,1974,174
Austria,1975,173
Austria,1976,167
Austria,1977,170
Austria,1978,185
Austria,1979,172
Austria,1980,152
Austria,1981,144
Austria,1982,109
Austria,1983,100
Austria,1984,91.4
Austria,1985,81.5
Austria,1986,70.6
Austria,1987,52.7
Austria,1988,47.1
Austria,1989,40
Austria,1990,38.5
Austria,1991,30.5
Austria,1992,29.5
Austria,1993,26.5
Austria,1994,26.0
Austria,1995,24.5
Austria,1996,22.5
Austria,1997,20.5
Austria,1998,19.0
Austria,1999,17.5
Azerbaijan,1970,62.7
Azerbaijan,1971,64.4
Azerbaijan,1972,66.1
Azerbaijan,1973,68.5
Azerbaijan,1974,70.6
Azerbaijan,1975,70.9
Azerbaijan,1976,72.6
Azerbaijan,1977,73.3
Azerbaijan,1978,72.9
Azerbaijan,1979,73.4
Azerbaijan,1980,68.4
Azerbaijan,1981,70.2
Azerbaijan,1982,67.9
Azerbaijan,1983,69.7
Azerbaijan,1984,85.8
Azerbaijan,1985,92.7
Azerbaijan,1986,95.5
Azerbaijan,1987,99.6
Azerbaijan,1988,97.5
Azerbaijan,1989,87
Azerbaijan,1990,95.8
Azerbaijan,1991,105
Azerbaijan,1992,101.0
Azerbaijan,1993,107.0
Azerbaijan,1994,131.0
Azerbaijan,1995,145.0
Azerbaijan,1996,149
Azerbaijan,1997,164
Azerbaijan,1998,181.0
Azerbaijan,1999,185.0
Burundi,1970,2.93
Burundi,1971,2.82
Burundi,1972,2.91
Burundi,1973,3
Burundi,1974,2.78
Burundi,1975,2.66
Burundi,1976,2.86
Burundi,1977,2.75
Burundi,1978,2.88
Burundi,1979,3.06
Burundi,1980,3.05
Burundi,1981,2.96
Burundi,1982,2.78
Burundi,1983,2.84
Burundi,1984,2.82
Burundi,1985,2.84
Burundi,1986,2.86
Burundi,1987,2.92
Burundi,1988,2.93
Burundi,1989,2.95
Burundi,1990,2.98
Burundi,1991,3.01
Burundi,1992,3.04
Burundi,1993,3.07
Burundi,1994,3.08
Burundi,1995,3.1
Burundi,1996,3.12
Burundi,1997,3.13
Burundi,1998,3.15
Burundi,1999,3.15
Belgium,1970,500
Belgium,1971,529
Belgium,1972,522
Belgium,1973,508
Belgium,1974,430
Belgium,1975,403
Belgium,1976,439
Belgium,1977,382
Belgium,1978,406
Belgium,1979,414
Belgium,1980,356
Belgium,1981,347
Belgium,1982,280
Belgium,1983,250
Belgium,1984,200
Belgium,1985,189
Belgium,1986,184
Belgium,1987,177
Belgium,1988,163
Belgium,1989,178
Belgium,1990,177
Belgium,1991,174
Belgium,1992,161.0
Belgium,1993,141.0
Belgium,1994,128.0
Belgium,1995,127.0
Belgium,1996,113
Belgium,1997,107
Belgium,1998,88.0
Belgium,1999,84.5
Benin,1970,7.08
Benin,1971,6.95
Benin,1972,7.08
Benin,1973,7.85
Benin,1974,7.54
Benin,1975,6.64
Benin,1976,7.14
Benin,1977,7.42
Benin,1978,7.33
Benin,1979,7.55
Benin,1980,7.46
Benin,1981,7.65
Benin,1982,7.18
Benin,1983,7.18
Benin,1984,7.07
Benin,1985,6.77
Benin,1986,6.78
Benin,1987,7.02
Benin,1988,6.98
Benin,1989,7
Benin,1990,6.95
Benin,1991,7.12
Benin,1992,7.09
Benin,1993,7.28
Benin,1994,7.28
Benin,1995,5.98
Benin,1996,5.66
Benin,1997,5.68
Benin,1998,6.6
Benin,1999,6.61
Burkina Faso,1970,11.4
Burkina Faso,1971,11.6
Burkina Faso,1972,12.5
Burkina Faso,1973,13.3
Burkina Faso,1974,12.1
Burkina Faso,1975,11.8
Burkina Faso,1976,12.7
Burkina Faso,1977,12.7
Burkina Faso,1978,13.2
Burkina Faso,1979,13.8
Burkina Faso,1980,14.1
Burkina Faso,1981,13.7
Burkina Faso,1982,13.5
Burkina Faso,1983,13.6
Burkina Faso,1984,13.7
Burkina Faso,1985,13.7
Burkina Faso,1986,14
Burkina Faso,1987,13.9
Burkina Faso,1988,14
Burkina Faso,1989,13.6
Burkina Faso,1990,13.7
Burkina Faso,1991,13.8
Burkina Faso,1992,13.9
Burkina Faso,1993,14.1
Burkina Faso,1994,14.2
Burkina Faso,1995,14.3
Burkina Faso,1996,14.4
Burkina Faso,1997,14.5
Burkina Faso,1998,14.7
Burkina Faso,1999,14.8
Bangladesh,1970,77.2
Bangladesh,1971,81.2
Bangladesh,1972,80.3
Bangladesh,1973,55
Bangladesh,1974,93.2
Bangladesh,1975,98.2
Bangladesh,1976,109
Bangladesh,1977,111
Bangladesh,1978,95.1
Bangladesh,1979,130
Bangladesh,1980,132
Bangladesh,1981,119
Bangladesh,1982,78.7
Bangladesh,1983,64.4
Bangladesh,1984,65.3
Bangladesh,1985,59
Bangladesh,1986,54.4
Bangladesh,1987,51.4
Bangladesh,1988,50.8
Bangladesh,1989,49.9
Bangladesh,1990,51.5
Bangladesh,1991,54.6
Bangladesh,1992,62.3
Bangladesh,1993,65.8
Bangladesh,1994,69.7
Bangladesh,1995,74.1
Bangladesh,1996,72.3
Bangladesh,1997,63.5
Bangladesh,1998,57.7
Bangladesh,1999,65.6
Bulgaria,1970,885
Bulgaria,1971,888
Bulgaria,1972,896
Bulgaria,1973,891
Bulgaria,1974,955
Bulgaria,1975,897
Bulgaria,1976,906
Bulgaria,1977,900
Bulgaria,1978,959
Bulgaria,1979,1030
Bulgaria,1980,1040
Bulgaria,1981,1100
Bulgaria,1982,1100
Bulgaria,1983,1120
Bulgaria,1984,1160
Bulgaria,1985,1140
Bulgaria,1986,1210
Bulgaria,1987,1110
Bulgaria,1988,1090
Bulgaria,1989,1000
Bulgaria,1990,833
Bulgaria,1991,558
Bulgaria,1992,713.0
Bulgaria,1993,740.0
Bulgaria,1994,738.0
Bulgaria,1995,710.0
Bulgaria,1996,683
Bulgaria,1997,626
Bulgaria,1998,472.0
Bulgaria,1999,491.0
Bahrain,1970,78.2
Bahrain,1971,69.4
Bahrain,1972,72.3
Bahrain,1973,78.3
Bahrain,1974,67.6
Bahrain,1975,63.7
Bahrain,1976,81.8
Bahrain,1977,74.3
Bahrain,1978,76
Bahrain,1979,80.2
Bahrain,1980,83.8
Bahrain,1981,55.7
Bahrain,1982,44.2
Bahrain,1983,51.4
Bahrain,1984,45.1
Bahrain,1985,57.9
Bahrain,1986,61
Bahrain,1987,60.1
Bahrain,1988,58.7
Bahrain,1989,58.1
Bahrain,1990,50.2
Bahrain,1991,48.5
Bahrain,1992,47.0
Bahrain,1993,46.4
Bahrain,1994,49.0
Bahrain,1995,49.5
Bahrain,1996,50.6
Bahrain,1997,51.1
Bahrain,1998,51.6
Bahrain,1999,51.5
Bahamas,1970,65
Bahamas,1971,59.2
Bahamas,1972,79.8
Bahamas,1973,68.7
Bahamas,1974,48.7
Bahamas,1975,50.3
Bahamas,1976,86.1
Bahamas,1977,53.1
Bahamas,1978,50.7
Bahamas,1979,68.5
Bahamas,1980,50.8
Bahamas,1981,48.6
Bahamas,1982,34
Bahamas,1983,26.1
Bahamas,1984,4.47
Bahamas,1985,3.53
Bahamas,1986,2.79
Bahamas,1987,2.25
Bahamas,1988,1.78
Bahamas,1989,1.4
Bahamas,1990,1.37
Bahamas,1991,1.31
Bahamas,1992,1.3
Bahamas,1993,1.26
Bahamas,1994,1.24
Bahamas,1995,1.25
Bahamas,1996,1.25
Bahamas,1997,1.25
Bahamas,1998,1.25
Bahamas,1999,1.26
Bosnia and Herzegovina,1970,161
Bosnia and Herzegovina,1971,174
Bosnia and Herzegovina,1972,171
Bosnia and Herzegovina,1973,185
Bosnia and Herzegovina,1974,189
Bosnia and Herzegovina,1975,200
Bosnia and Herzegovina,1976,202
Bosnia and Herzegovina,1977,200
Bosnia and Herzegovina,1978,205
Bosnia and Herzegovina,1979,215
Bosnia and Herzegovina,1980,221
Bosnia and Herzegovina,1981,222
Bosnia and Herzegovina,1982,238
Bosnia and Herzegovina,1983,237
Bosnia and Herzegovina,1984,243
Bosnia and Herzegovina,1985,242
Bosnia and Herzegovina,1986,240
Bosnia and Herzegovina,1987,244
Bosnia and Herzegovina,1988,245
Bosnia and Herzegovina,1989,240
Bosnia and Herzegovina,1990,156
Bosnia and Herzegovina,1991,108
Bosnia and Herzegovina,1992,90.7
Bosnia and Herzegovina,1993,71.5
Bosnia and Herzegovina,1994,55.0
Bosnia and Herzegovina,1995,71.9
Bosnia and Herzegovina,1996,93.9
Bosnia and Herzegovina,1997,123
Bosnia and Herzegovina,1998,160.0
Bosnia and Herzegovina,1999,210.0
Belarus,1970,316
Belarus,1971,325
Belarus,1972,333
Belarus,1973,345
Belarus,1974,356
Belarus,1975,357
Belarus,1976,366
Belarus,1977,370
Belarus,1978,367
Belarus,1979,370
Belarus,1980,365
Belarus,1981,355
Belarus,1982,355
Belarus,1983,345
Belarus,1984,345
Belarus,1985,345
Belarus,1986,381
Belarus,1987,360
Belarus,1988,334
Belarus,1989,319
Belarus,1990,326
Belarus,1991,229
Belarus,1992,191.0
Belarus,1993,162.0
Belarus,1994,138.0
Belarus,1995,123.0
Belarus,1996,104
Belarus,1997,95
Belarus,1998,81.8
Belarus,1999,71.4
Bermuda,1970,0.0221
Bermuda,1971,0.0227
Bermuda,1972,0.0233
Bermuda,1973,0.0239
Bermuda,1974,0.0245
Bermuda,1975,0.0606
Bermuda,1976,0.0966
Bermuda,1977,0.133
Bermuda,1978,0.169
Bermuda,1979,0.205
Bermuda,1980,0.241
Bermuda,1981,0.277
Bermuda,1982,0.313
Bermuda,1983,0.349
Bermuda,1984,0.385
Bermuda,1985,0.421
Bermuda,1986,0.457
Bermuda,1987,0.493
Bermuda,1988,0.529
Bermuda,1989,0.565
Bermuda,1990,0.5
Bermuda,1991,0.442
Bermuda,1992,0.39
Bermuda,1993,0.345
Bermuda,1994,0.305
Bermuda,1995,0.26899999999999996
Bermuda,1996,0.238
Bermuda,1997,0.21
Bermuda,1998,0.18600000000000003
Bermuda,1999,0.16399999999999998
Bolivia,1970,28.4
Bolivia,1971,30
Bolivia,1972,30.6
Bolivia,1973,29.4
Bolivia,1974,30.1
Bolivia,1975,29.6
Bolivia,1976,34
Bolivia,1977,33.1
Bolivia,1978,29.4
Bolivia,1979,30.5
Bolivia,1980,29.6
Bolivia,1981,27.1
Bolivia,1982,23.9
Bolivia,1983,21.6
Bolivia,1984,21
Bolivia,1985,15.8
Bolivia,1986,18.6
Bolivia,1987,23.4
Bolivia,1988,28.3
Bolivia,1989,35.5
Bolivia,1990,35.4
Bolivia,1991,34.4
Bolivia,1992,33.4
Bolivia,1993,36.5
Bolivia,1994,40.9
Bolivia,1995,43.3
Bolivia,1996,43.1
Bolivia,1997,42.6
Bolivia,1998,38.6
Bolivia,1999,41.4
Brazil,1970,423
Brazil,1971,466
Brazil,1972,560
Brazil,1973,634
Brazil,1974,635
Brazil,1975,674
Brazil,1976,761
Brazil,1977,807
Brazil,1978,915
Brazil,1979,931
Brazil,1980,938
Brazil,1981,903
Brazil,1982,906
Brazil,1983,1030
Brazil,1984,1030
Brazil,1985,1020
Brazil,1986,1050
Brazil,1987,1070
Brazil,1988,1030
Brazil,1989,947
Brazil,1990,942
Brazil,1991,972
Brazil,1992,1020.0
Brazil,1993,1030.0
Brazil,1994,1030.0
Brazil,1995,1050.0
Brazil,1996,1090
Brazil,1997,1110
Brazil,1998,1130.0
Brazil,1999,1180.0
Barbados,1970,0.725
Barbados,1971,0.729
Barbados,1972,0.817
Barbados,1973,0.806
Barbados,1974,0.831
Barbados,1975,0.749
Barbados,1976,0.797
Barbados,1977,0.905
Barbados,1978,0.966
Barbados,1979,1
Barbados,1980,1.16
Barbados,1981,0.915
Barbados,1982,0.759
Barbados,1983,0.893
Barbados,1984,0.88
Barbados,1985,1
Barbados,1986,1.08
Barbados,1987,1.1
Barbados,1988,1.12
Barbados,1989,1.17
Barbados,1990,1.02
Barbados,1991,0.858
Barbados,1992,0.759
Barbados,1993,0.6759999999999999
Barbados,1994,0.596
Barbados,1995,0.526
Barbados,1996,0.475
Barbados,1997,0.425
Barbados,1998,0.37799999999999995
Barbados,1999,0.335
Brunei,1970,14.4
Brunei,1971,13.6
Brunei,1972,12.8
Brunei,1973,11.9
Brunei,1974,11.1
Brunei,1975,10.3
Brunei,1976,9.47
Brunei,1977,8.65
Brunei,1978,7.83
Brunei,1979,7.01
Brunei,1980,6.19
Brunei,1981,5.37
Brunei,1982,4.54
Brunei,1983,3.72
Brunei,1984,2.9
Brunei,1985,3.55
Brunei,1986,2.7
Brunei,1987,2.7
Brunei,1988,2.8
Brunei,1989,3.05
Brunei,1990,3.05
Brunei,1991,3.6
Brunei,1992,4.2
Brunei,1993,4.3
Brunei,1994,4.55
Brunei,1995,4.05
Brunei,1996,4.4
Brunei,1997,4.01
Brunei,1998,3.62
Brunei,1999,3.23
Bhutan,1970,0.033
Bhutan,1971,0.0331
Bhutan,1972,0.0334
Bhutan,1973,0.0332
Bhutan,1974,0.0355
Bhutan,1975,0.0341
Bhutan,1976,0.0379
Bhutan,1977,0.0403
Bhutan,1978,0.0416
Bhutan,1979,0.0444
Bhutan,1980,0.0466
Bhutan,1981,0.0454
Bhutan,1982,0.0415
Bhutan,1983,0.346
Bhutan,1984,0.65
Bhutan,1985,0.65
Bhutan,1986,0.65
Bhutan,1987,0.65
Bhutan,1988,0.65
Bhutan,1989,0.7
Bhutan,1990,0.7
Bhutan,1991,0.7
Bhutan,1992,0.7
Bhutan,1993,0.75
Bhutan,1994,0.8
Bhutan,1995,0.8
Bhutan,1996,0.85
Bhutan,1997,1.24
Bhutan,1998,1.8
Bhutan,1999,2.67
Botswana,1970,2.02
Botswana,1971,2.85
Botswana,1972,3.71
Botswana,1973,4.48
Botswana,1974,4.67
Botswana,1975,5.8
Botswana,1976,6.5
Botswana,1977,7.98
Botswana,1978,8.85
Botswana,1979,10.4
Botswana,1980,10.4
Botswana,1981,11.9
Botswana,1982,14.7
Botswana,1983,16.6
Botswana,1984,18.6
Botswana,1985,19.5
Botswana,1986,22.4
Botswana,1987,26.4
Botswana,1988,28.2
Botswana,1989,28.7
Botswana,1990,28.3
Botswana,1991,27.7
Botswana,1992,26.2
Botswana,1993,29.0
Botswana,1994,27.9
Botswana,1995,29.3
Botswana,1996,29.2
Botswana,1997,28.3
Botswana,1998,30.4
Botswana,1999,31.4
Central African Republic,1970,16
Central African Republic,1971,16.3
Central African Republic,1972,17.7
Central African Republic,1973,18.8
Central African Republic,1974,17
Central African Republic,1975,16.7
Central African Republic,1976,17.9
Central African Republic,1977,17.9
Central African Republic,1978,18.6
Central African Republic,1979,19.4
Central African Republic,1980,19.8
Central African Republic,1981,19.3
Central African Republic,1982,19
Central African Republic,1983,19.2
Central African Republic,1984,19.3
Central African Republic,1985,19.3
Central African Republic,1986,19.7
Central African Republic,1987,19.6
Central African Republic,1988,19.7
Central African Republic,1989,19.2
Central African Republic,1990,19.2
Central African Republic,1991,19.3
Central African Republic,1992,19.3
Central African Republic,1993,19.4
Central African Republic,1994,19.4
Central African Republic,1995,19.5
Central African Republic,1996,19.5
Central African Republic,1997,19.6
Central African Republic,1998,19.6
Central African Republic,1999,19.7
Canada,1970,3130
Canada,1971,2930
Canada,1972,2910
Canada,1973,2800
Canada,1974,2730
Canada,1975,2590
Canada,1976,2450
Canada,1977,2140
Canada,1978,2240
Canada,1979,2320
Canada,1980,2150
Canada,1981,1810
Canada,1982,1810
Canada,1983,1980
Canada,1984,1890
Canada,1985,1660
Canada,1986,1840
Canada,1987,1890
Canada,1988,1660
Canada,1989,1630
Canada,1990,1810
Canada,1991,1570
Canada,1992,1300.0
Canada,1993,1260.0
Canada,1994,1310.0
Canada,1995,1260.0
Canada,1996,1260
Canada,1997,1270
Canada,1998,1250.0
Canada,1999,1190.0
Switzerland,1970,93.5
Switzerland,1971,80
Switzerland,1972,100
Switzerland,1973,110
Switzerland,1974,77.7
Switzerland,1975,60.3
Switzerland,1976,62.9
Switzerland,1977,51.4
Switzerland,1978,56.1
Switzerland,1979,58
Switzerland,1980,54
Switzerland,1981,50
Switzerland,1982,46
Switzerland,1983,42
Switzerland,1984,38
Switzerland,1985,34
Switzerland,1986,31
Switzerland,1987,28
Switzerland,1988,24.5
Switzerland,1989,22.5
Switzerland,1990,20.5
Switzerland,1991,18
Switzerland,1992,14.5
Switzerland,1993,15.0
Switzerland,1994,14.5
Switzerland,1995,14.0
Switzerland,1996,13
Switzerland,1997,12
Switzerland,1998,10.0
Switzerland,1999,9.0
Chile,1970,564
Chile,1971,559
Chile,1972,563
Chile,1973,673
Chile,1974,604
Chile,1975,707
Chile,1976,733
Chile,1977,703
Chile,1978,713
Chile,1979,709
Chile,1980,702
Chile,1981,778
Chile,1982,786
Chile,1983,804
Chile,1984,839
Chile,1985,866
Chile,1986,867
Chile,1987,907
Chile,1988,1000
Chile,1989,998
Chile,1990,984
Chile,1991,1100
Chile,1992,1020.0
Chile,1993,1060.0
Chile,1994,1310.0
Chile,1995,1510.0
Chile,1996,1790
Chile,1997,1870
Chile,1998,2140.0
Chile,1999,1380.0
China,1970,4030
China,1971,4230
China,1972,4330
China,1973,4330
China,1974,5030
China,1975,5060
China,1976,5770
China,1977,6450
China,1978,6610
China,1979,6470
China,1980,6460
China,1981,6910
China,1982,7370
China,1983,8120
China,1984,8950
China,1985,9180
China,1986,9490
China,1987,9760
China,1988,9790
China,1989,9520
China,1990,9200
China,1991,8870
China,1992,9300.0
China,1993,9200.0
China,1994,9460.0
China,1995,9120.0
China,1996,11.7k
China,1997,10.4k
China,1998,9290.0
China,1999,9980.0
Cote d'Ivoire,1970,12
Cote d'Ivoire,1971,14.4
Cote d'Ivoire,1972,14.7
Cote d'Ivoire,1973,16.9
Cote d'Ivoire,1974,17.3
Cote d'Ivoire,1975,17.4
Cote d'Ivoire,1976,17.7
Cote d'Ivoire,1977,17.3
Cote d'Ivoire,1978,19.6
Cote d'Ivoire,1979,22.2
Cote d'Ivoire,1980,22.2
Cote d'Ivoire,1981,21.6
Cote d'Ivoire,1982,17
Cote d'Ivoire,1983,16.3
Cote d'Ivoire,1984,18.8
Cote d'Ivoire,1985,21.9
Cote d'Ivoire,1986,19.4
Cote d'Ivoire,1987,24.5
Cote d'Ivoire,1988,24.2
Cote d'Ivoire,1989,21.8
Cote d'Ivoire,1990,22.4
Cote d'Ivoire,1991,25.6
Cote d'Ivoire,1992,23.1
Cote d'Ivoire,1993,22.9
Cote d'Ivoire,1994,22.9
Cote d'Ivoire,1995,22.6
Cote d'Ivoire,1996,23.4
Cote d'Ivoire,1997,23.4
Cote d'Ivoire,1998,22.8
Cote d'Ivoire,1999,24.4
Cameroon,1970,10.5
Cameroon,1971,10.3
Cameroon,1972,10.4
Cameroon,1973,10.8
Cameroon,1974,10.8
Cameroon,1975,10.3
Cameroon,1976,11.1
Cameroon,1977,10.5
Cameroon,1978,11.2
Cameroon,1979,16
Cameroon,1980,31.5
Cameroon,1981,36.7
Cameroon,1982,31.6
Cameroon,1983,33.5
Cameroon,1984,33.7
Cameroon,1985,33.6
Cameroon,1986,32.9
Cameroon,1987,29.1
Cameroon,1988,28.3
Cameroon,1989,23.2
Cameroon,1990,23.7
Cameroon,1991,24.9
Cameroon,1992,25.1
Cameroon,1993,27.4
Cameroon,1994,25.6
Cameroon,1995,28.7
Cameroon,1996,29.3
Cameroon,1997,29
Cameroon,1998,26.2
Cameroon,1999,27.6
"Congo, Dem. Rep.",1970,476
"Congo, Dem. Rep.",1971,460
"Congo, Dem. Rep.",1972,508
"Congo, Dem. Rep.",1973,534
"Congo, Dem. Rep.",1974,462
"Congo, Dem. Rep.",1975,368
"Congo, Dem. Rep.",1976,384
"Congo, Dem. Rep.",1977,352
"Congo, Dem. Rep.",1978,358
"Congo, Dem. Rep.",1979,341
"Congo, Dem. Rep.",1980,324
"Congo, Dem. Rep.",1981,297
"Congo, Dem. Rep.",1982,332
"Congo, Dem. Rep.",1983,305
"Congo, Dem. Rep.",1984,295
"Congo, Dem. Rep.",1985,280
"Congo, Dem. Rep.",1986,277
